trial_id,strategy,window_index,target_multiplier,multiplier_clamped,mlp_output,soft_combat,soft_collect,soft_explore,delta_combat,delta_collect,delta_explore
83,pure_archetype_corner,0,0.9318973600115628,false,0.8975496800057814,0.17720652758671337,0.6099869815825825,0.21280649083070424,-0.04683804172398598,0.08299609447477474,-0.036158052750788705
84,pure_archetype_corner,0,0.9315857457060117,false,0.8973938728530059,0.17679403368575614,0.6110952665747068,0.21211069973953697,-0.04696178989427319,0.083328579972412,-0.03636679007813892
85,pure_archetype_corner,0,0.9272101183210619,false,0.895206059160531,0.17117067651052942,0.627979315956936,0.20085000753253446,-0.04864879704684116,0.08839379478708081,-0.03974499774023965
86,pure_archetype_corner,0,0.9320775885945296,false,0.8976397942972648,0.17743698039857086,0.6092823896712984,0.21328062993013075,-0.04676890588042876,0.0827847169013895,-0.0360158110209608
87,pure_archetype_corner,0,0.9309254908634113,false,0.8970637454317056,0.1759274408795272,0.6135015273238709,0.21057103179660192,-0.04722176773614184,0.08405045819716123,-0.03682869046101944
88,pure_archetype_corner,0,0.9310117366334785,false,0.8971068683167392,0.17609836952025065,0.6136392383959439,0.21026239208380548,-0.0471704891439248,0.08409177151878316,-0.036921282374858366
89,pure_archetype_corner,0,0.9267763267666542,false,0.8949891633833271,0.17059980241509531,0.6292558614778592,0.20014433610704557,-0.048820059275471395,0.08877675844335775,-0.039956699167886356
90,pure_archetype_corner,0,0.9316533959455595,false,0.8974276979727798,0.17685423478467702,0.6106248525218786,0.21252091269344447,-0.046943729564596914,0.08318745575656356,-0.03624372619196664
91,pure_archetype_corner,0,0.9318364118264533,false,0.8975192059132266,0.1771340217841318,0.6102677465945772,0.21259823162129102,-0.04685979346476049,0.08308032397837312,-0.03622053051361268
92,pure_archetype_corner,0,0.9321358739355989,false,0.8976689369677995,0.1774998130753389,0.6089629543155739,0.2135372326090873,-0.04675005607739835,0.08268888629467214,-0.03593883021727379
93,pure_archetype_corner,0,0.9279674954050252,false,0.8955847477025126,0.17213001034672432,0.6249471364865847,0.2029228531666909,-0.04836099689598272,0.0874841409459754,-0.03912314404999273
94,pure_archetype_corner,0,0.931864841503355,false,0.8975334207516775,0.1771956484843906,0.6103545035878908,0.21244984792771854,-0.04684130545468285,0.08310635107636721,-0.03626504562168448
